ticker,date,gap_up_percent,open_price,close_price,anchored_vwap,retraced_to_vwap,days_to_retrace,retrace_percentage,mfe_dollars,mae_dollars,mfe_percent,mae_percent,sma_330_distance_percent,spy_daily_gain_percent
VTLE,2025-06-13,6.35,21.43,21.37,19.88,True,10,174.79,0.73,2.65,3.42,12.4,-37.61,-1.12
NBR,2025-06-13,5.74,35.53,34.89,34.39,True,3,457.2,1.26,4.58,3.61,13.13,-45.23,-1.12
BNKD,2025-06-13,5.71,24.41,24.41,23.22,True,5,227.44,-0.73,2.71,-2.99,11.11,42.36,-1.12
FANG,2025-06-13,5.36,157.34,154.91,150.4,True,3,238.46,1.12,14.13,0.72,9.12,-11.84,-1.12
ECO,2025-06-13,5.25,23.67,24.17,22.86,False,,77.82,0.34,1.13,1.41,4.68,-1.19,-1.12
SM,2025-06-13,5.23,28.55,28.26,26.96,True,3,193.51,0.44,2.78,1.56,9.84,-29.35,-1.12
MUR,2025-06-13,5.08,25.65,25.43,24.42,True,10,203.31,0.48,2.28,1.89,8.97,-24.98,-1.12
IPX,2025-06-16,13.25,29.4,29.45,28.64,True,1,340.79,1.21,2.64,4.11,8.96,46.25,0.95
FORTY,2025-06-16,10.32,112.53,110.24,108.73,False,,32.37,3.06,-1.06,2.78,-0.96,30.58,0.95
FLYU,2025-06-16,8.25,43.72,43.73,41.9,True,1,185.61,5.57,3.38,12.74,7.72,-5.96,0.95
DIT,2025-06-16,6.88,103.9,100.1,99.88,False,,95.04,11.88,0.02,11.87,0.02,-28.56,0.95
ELVN,2025-06-16,6.71,23.38,23.09,21.83,True,1,203.9,0.08,2.88,0.35,12.45,6.28,0.95
LEU,2025-06-16,6.39,172.6,169.93,166.06,True,10,330.34,41.38,18.93,24.35,11.14,159.76,0.95
CELH,2025-06-16,6.12,43.68,43.49,42.74,True,1,153.52,3.75,1.26,8.62,2.89,-4.97,0.95
PNRG,2025-06-16,5.37,154.12,145.55,146.67,True,1,138.0,9.44,1.71,6.49,1.17,-5.15,0.95
OKLO,2025-06-16,5.25,67.0,65.45,65.52,True,1,1002.37,3.95,13.33,6.04,20.37,139.55,0.95
RGC,2025-06-17,24.38,74.63,78.0,62.84,True,1,500.73,-10.34,62.4,-13.26,80.0,51.73,-0.85
WLY,2025-06-17,10.18,40.8,40.72,39.22,False,,35.41,4.92,0.48,12.08,1.18,-5.33,-0.85
KFY,2025-06-18,14.89,76.7,71.07,71.46,True,2,140.77,3.64,1.75,5.12,2.46,4.68,-0.02
GMS,2025-06-18,13.98,83.48,81.01,79.16,False,,-320.66,24.13,-16.32,29.78,-20.15,-6.32,-0.02
SMID,2025-06-18,9.83,32.19,29.55,29.73,True,2,116.69,3.93,0.23,13.3,0.78,-16.71,-0.02
ESEA,2025-06-18,8.82,49.0,45.69,46.05,True,2,152.6,2.19,1.19,4.79,2.6,21.97,-0.02
QNTM,2025-06-18,8.18,27.84,30.18,26.61,True,5,637.6,8.07,10.13,26.74,33.57,351.9,-0.02
HNVR,2025-06-18,5.08,21.92,20.86,21.16,True,5,118.24,2.12,-0.16,10.16,-0.77,5.21,-0.02
GMS,2025-06-20,28.07,103.75,100.27,94.13,False,,66.75,8.77,2.94,8.75,2.93,15.91,-0.53
CRCL,2025-06-20,15.99,231.5,240.28,201.91,True,5,188.92,58.71,64.68,24.43,26.92,29.87,-0.53
QNTM,2025-06-20,15.57,34.88,35.0,30.22,True,3,333.52,-2.42,15.65,-6.9,44.71,412.97,-0.53
SMLR,2025-06-20,14.93,36.71,36.14,33.1,False,,61.27,8.36,1.64,23.13,4.54,-1.94,-0.53
BKTI,2025-06-20,12.29,58.0,47.82,49.18,True,3,135.86,9.79,1.8,20.47,3.76,83.87,-0.53
ARQQ,2025-06-20,11.69,42.41,41.68,37.67,True,3,163.25,1.82,7.01,4.37,16.82,302.41,-0.53
HNVR,2025-06-20,9.3,22.8,21.48,21.24,True,3,114.04,1.5,0.46,6.98,2.14,8.26,-0.53
KMX,2025-06-20,9.23,70.27,68.57,66.63,True,3,162.77,1.16,4.22,1.68,6.15,-9.72,-0.53
OUST,2025-06-20,8.06,21.98,21.53,20.58,False,,80.66,4.54,0.68,21.08,3.16,180.85,-0.53
LEU,2025-06-20,6.76,193.19,190.04,187.72,True,3,771.01,14.91,39.04,7.85,20.54,184.93,-0.53
CEVA,2025-06-20,6.41,21.92,20.64,20.59,True,3,128.42,2.26,0.43,10.95,2.08,-16.53,-0.53
AXR,2025-06-20,5.61,22.6,21.5,21.52,True,3,192.2,1.14,0.97,5.3,4.52,-13.25,-0.53
APG,2025-06-20,5.54,51.66,51.23,50.68,True,3,178.47,0.37,1.32,0.72,2.58,36.33,-0.53
VRM,2025-06-20,5.49,34.6,31.82,32.48,True,3,363.98,-0.11,4.93,-0.33,15.49,224.33,-0.53
MSGS,2025-06-20,5.35,201.34,203.1,196.06,False,,-10.41,7.23,1.21,3.56,0.6,1.22,-0.53
MNTN,2025-06-20,5.23,22.14,19.61,20.59,True,3,242.53,3.82,1.24,19.48,6.32,62.63,-0.53
EXEL,2025-06-23,22.44,49.43,43.37,43.28,True,3,110.04,5.37,0.71,12.38,1.64,43.45,0.99
DIT,2025-06-23,6.38,108.5,105.0,102.46,True,1,139.39,11.75,4.92,11.19,4.69,-24.44,0.99
SOC,2025-06-23,5.19,23.3,21.19,22.07,True,1,219.79,2.19,0.6,10.35,2.83,-10.17,0.99
CDTX,2025-06-24,10.59,49.71,46.84,44.81,True,1,136.99,4.62,3.84,9.86,8.2,286.41,1.1
BKTI,2025-06-24,7.73,54.9,54.62,52.29,True,1,398.13,2.99,10.12,5.47,18.53,108.03,1.1
AVBP,2025-06-24,5.39,24.03,23.11,23.42,True,1,663.49,0.33,3.11,1.43,13.46,-6.43,1.1
SMLR,2025-06-24,5.13,44.14,41.89,40.5,True,1,241.26,2.09,6.52,4.99,15.56,13.76,1.1
WOR,2025-06-25,16.75,70.22,61.35,62.11,True,1,111.18,4.91,0.15,8.0,0.24,26.07,0.06
RGC,2025-06-25,12.37,25.79,21.73,24.46,True,1,1234.25,6.27,12.34,28.85,56.79,-58.07,0.06
LNW,2025-06-25,8.37,93.0,94.48,88.0,False,,-21.2,5.55,0.42,5.87,0.44,-1.17,0.06
RDDT,2025-06-25,7.19,150.91,141.68,141.2,True,1,120.02,22.87,2.42,16.14,1.71,39.7,0.06
FUTU,2025-06-25,6.73,125.2,124.33,119.83,True,1,138.22,1.67,6.55,1.34,5.27,48.64,0.06
BKTI,2025-06-25,5.47,57.61,54.25,52.91,True,1,278.86,2.7,9.75,4.98,17.97,105.62,0.06
KEQU,2025-06-26,28.46,52.0,54.8,49.55,False,,-107.69,5.2,0.16,9.49,0.29,27.48,0.78
WS,2025-06-26,20.56,31.66,31.64,28.43,False,,67.55,0.94,2.16,2.97,6.83,1.1,0.78
FWRD,2025-06-26,11.22,24.98,24.26,23.01,False,,55.88,2.45,0.38,10.08,1.57,-7.01,0.78
FUL,2025-06-26,8.26,60.58,61.99,59.13,False,,62.56,1.36,2.32,2.19,3.73,-12.02,0.78
LNN,2025-06-26,7.79,147.99,143.23,140.52,False,,99.8,6.33,2.69,4.42,1.88,15.3,0.78
VERA,2025-06-26,7.51,25.06,23.29,22.56,True,1,111.3,0.97,1.01,4.16,4.34,-35.14,0.78
AYI,2025-06-26,7.29,308.46,304.18,291.86,False,,85.48,4.81,9.91,1.58,3.26,10.77,0.78
NKTR,2025-06-26,6.97,31.15,29.68,25.88,True,1,139.33,-0.42,5.87,-1.42,19.78,2130.56,0.78
ESP,2025-06-26,6.38,45.0,45.72,42.71,False,,22.68,2.99,1.24,6.55,2.71,67.6,0.78
ENPH,2025-06-26,6.27,40.5,43.0,38.64,True,4,114.85,0.89,4.64,2.07,10.79,-49.89,0.78
GBLI,2025-06-26,6.26,33.97,33.94,33.1,True,1,305.24,0.06,2.62,0.18,7.72,4.05,0.78
APOG,2025-06-27,23.17,48.86,41.99,42.73,True,3,174.44,1.53,3.83,3.64,9.12,-29.6,0.5
NKE,2025-06-27,11.59,69.79,72.04,68.33,False,,-18.45,5.46,1.98,7.58,2.75,-7.43,0.5
UNFI,2025-06-27,8.05,23.21,22.77,22.19,False,,77.02,1.03,0.34,4.52,1.5,12.79,0.5
IROQ,2025-06-27,7.72,25.0,25.0,23.81,False,,60.32,-0.02,0.72,-0.1,2.88,21.72,0.5
OKLO,2025-06-27,6.62,59.55,55.26,57.84,True,3,554.41,2.04,5.18,3.7,9.37,93.56,0.5
BE,2025-06-30,11.14,24.65,23.92,23.56,True,1,285.98,5.52,2.4,23.08,10.03,43.31,0.48
BWFG,2025-06-30,11.06,40.21,36.03,36.43,True,1,115.92,2.45,0.2,6.8,0.56,24.03,0.48
ORCL,2025-06-30,7.73,226.5,218.63,218.63,True,1,129.53,22.81,2.32,10.43,1.06,43.33,0.48
SEI,2025-07-01,11.21,31.46,29.08,29.17,True,1,166.44,4.08,1.43,14.03,4.92,27.15,-0.03
SIM,2025-07-01,9.63,29.6,28.3,27.0,False,,63.89,0.74,0.36,2.61,1.27,0.25,-0.03
GDXU,2025-07-01,5.41,76.63,72.94,72.77,True,1,293.51,4.5,7.64,6.17,10.47,59.81,-0.03
GBX,2025-07-02,14.36,53.75,56.91,51.98,False,,29.35,0.57,3.68,1.0,6.47,7.68,0.45
TIL,2025-07-02,7.39,23.55,23.81,22.71,True,5,208.53,7.09,2.01,29.78,8.44,41.94,0.45
ENLT,2025-07-02,5.85,24.98,25.34,23.9,False,,35.19,0.93,0.74,3.65,2.94,48.34,0.45
VRM,2025-07-02,5.39,30.1,28.94,28.22,True,5,121.4,0.99,1.12,3.43,3.87,176.29,0.45
ATGL,2025-07-03,8.44,22.22,22.22,20.99,True,4,149.34,1.68,1.83,7.56,8.24,18.18,0.79
PKX,2025-07-03,5.33,57.3,57.0,53.63,False,,44.92,1.2,1.35,2.11,2.37,-1.58,0.79
ECO,2025-07-03,5.01,23.26,23.19,22.16,False,,48.23,1.13,0.46,4.87,1.98,-4.79,0.79
RGC,2025-07-07,9.18,25.1,18.43,22.21,True,1,400.0,2.87,4.89,15.57,26.53,-64.61,-0.75
GEO,2025-07-07,7.17,27.14,26.46,26.47,True,1,321.05,0.17,1.46,0.64,5.52,26.27,-0.75
AIRT,2025-07-07,6.48,22.5,21.84,22.06,True,1,355.43,2.66,0.9,12.17,4.14,6.79,-0.75
SHG,2025-07-08,10.38,51.17,50.4,48.81,False,,89.26,1.08,1.34,2.14,2.66,35.66,-0.05
GBLI,2025-07-08,9.96,33.0,31.51,30.97,True,1,147.74,1.38,1.51,4.37,4.79,-3.48,-0.05
WW,2025-07-08,9.5,43.8,39.55,40.92,True,1,360.69,1.24,6.15,3.14,15.55,2733.27,-0.05
WF,2025-07-08,7.72,54.45,54.17,53.13,True,8,337.63,3.8,4.16,7.01,7.68,55.39,-0.05
SMLR,2025-07-08,7.21,41.76,41.71,40.67,True,1,126.47,7.06,1.33,16.93,3.19,12.86,-0.05
IPX,2025-07-08,6.14,29.57,28.17,28.22,True,1,126.2,7.03,0.31,24.97,1.1,35.79,-0.05
WTBA,2025-07-08,5.45,21.67,20.76,20.87,True,1,292.88,0.26,1.42,1.25,6.84,5.32,-0.05
MNTN,2025-07-09,11.74,23.46,22.5,22.37,True,1,171.06,6.86,0.9,30.49,4.0,80.86,0.6
BDL,2025-07-09,8.98,34.7,33.69,32.11,False,,82.91,0.81,1.14,2.4,3.38,28.64,0.6
BEAM,2025-07-09,7.19,21.76,21.46,20.49,True,6,186.47,1.05,2.06,4.89,9.6,-11.06,0.6
VRM,2025-07-09,6.6,29.93,28.24,28.46,True,2,199.19,1.01,1.24,3.58,4.39,161.32,0.6
KRUS,2025-07-09,6.58,92.49,76.48,82.8,True,1,218.45,3.23,5.17,4.22,6.75,-4.31,0.6
DOCS,2025-07-09,5.48,64.84,63.26,62.09,True,1,203.51,0.21,4.02,0.33,6.35,40.35,0.6
CEP,2025-07-09,5.44,31.76,31.45,29.86,False,,63.06,10.3,0.89,32.75,2.83,88.63,0.6
MP,2025-07-10,60.17,48.1,45.23,42.34,False,,60.37,19.28,0.61,42.63,1.34,133.13,0.28
DAL,2025-07-10,10.85,56.2,56.78,53.93,False,,68.16,1.52,2.12,2.68,3.74,10.61,0.28
FLYU,2025-07-10,7.76,60.53,61.85,59.22,True,1,245.01,-1.64,4.53,-2.65,7.32,33.04,0.28
VEON,2025-07-11,25.22,56.95,49.4,51.2,True,3,112.17,5.25,-1.1,10.63,-2.23,40.78,-0.35
PSMT,2025-07-11,10.42,113.4,108.17,105.76,True,3,125.18,3.69,4.33,3.41,4.0,20.0,-0.35
SMID,2025-07-11,10.03,39.16,38.26,36.47,True,4,151.95,0.76,3.19,1.99,8.34,8.36,-0.35
CEP,2025-07-11,9.72,37.6,36.0,34.06,True,4,199.14,5.75,5.44,15.97,15.11,113.66,-0.35
SBET,2025-07-14,15.45,25.0,23.88,23.08,False,,45.22,16.58,-0.25,69.41,-1.05,501.81,0.19
ADSK,2025-07-14,6.41,298.37,294.55,288.84,True,1,124.39,3.15,8.04,1.07,2.73,9.61,0.19
RNA,2025-07-14,6.3,33.43,33.57,32.62,True,1,223.02,1.57,1.95,4.68,5.81,-3.41,0.19
KVUE,2025-07-14,5.81,22.58,21.82,21.6,True,1,143.25,0.41,0.65,1.88,2.98,-5.01,0.19
ANSS,2025-07-14,5.21,394.05,385.85,385.7,True,1,236.59,9.15,11.55,2.37,2.99,16.89,0.19
TTD,2025-07-15,13.03,85.26,80.4,81.27,True,1,139.02,3.54,0.69,4.4,0.86,-13.8,-0.43
GDS,2025-07-15,12.14,39.25,37.72,37.17,True,3,110.83,1.11,0.78,2.94,2.07,89.68,-0.43
CRWV,2025-07-15,8.96,144.24,140.59,138.57,True,2,389.03,6.4,18.4,4.55,13.09,-1.4,-0.43
TNXP,2025-07-15,6.24,45.45,44.2,44.15,True,1,126.62,6.2,0.4,14.03,0.9,434.32,-0.43
AAOI,2025-07-15,5.92,31.24,29.24,29.3,True,1,250.95,0.96,2.88,3.28,9.85,61.31,-0.43
AOSL,2025-07-15,5.23,28.19,27.14,27.18,True,1,171.98,1.79,0.69,6.6,2.54,-13.05,-0.43
SBET,2025-07-16,16.67,33.8,37.38,30.07,True,2,131.22,3.07,8.47,8.23,22.66,798.46,0.33
METC,2025-07-16,10.69,24.29,21.39,21.03,False,,90.65,2.37,0.06,11.09,0.28,83.43,0.33
BHF,2025-07-16,10.02,52.06,50.27,49.93,True,1,110.79,1.0,0.57,1.99,1.13,-0.1,0.33
UNFI,2025-07-16,8.55,25.39,26.26,24.85,False,,-216.45,1.42,-0.29,5.41,-1.1,27.41,0.33
JBHT,2025-07-16,6.03,157.84,151.44,151.78,True,1,176.16,3.28,4.28,2.17,2.83,-7.47,0.33
GPN,2025-07-16,5.98,82.25,82.66,80.36,False,,48.54,1.17,1.33,1.41,1.6,-18.2,0.33
MCRI,2025-07-17,22.96,107.42,104.83,98.24,False,,46.19,2.17,1.65,2.07,1.57,34.46,0.61
MAN,2025-07-17,9.49,47.19,44.36,43.83,True,1,123.76,0.48,1.33,1.08,3.0,-28.2,0.61
PCTTU,2025-07-17,8.43,22.5,22.35,20.39,False,,33.13,1.5,0.55,6.71,2.46,106.33,0.61
GBLI,2025-07-17,8.21,32.89,31.7,32.1,False,,0.0,0.0,0.0,0.0,0.0,-2.98,0.61
SHOO,2025-07-17,8.06,26.56,26.13,25.14,False,,21.13,0.82,-0.13,3.14,-0.5,-30.67,0.61
LI,2025-07-17,6.09,31.19,31.36,29.9,False,,-28.74,0.66,-0.2,2.12,-0.64,28.49,0.61
AUBN,2025-07-17,5.84,26.99,27.7,26.34,False,,-32.1,1.2,0.5,4.33,1.81,34.69,0.61
SNA,2025-07-17,5.38,329.85,337.8,323.27,False,,-77.38,2.2,2.86,0.65,0.85,9.31,0.61
BELFA,2025-07-17,5.25,94.07,91.49,90.83,True,1,139.62,0.65,1.94,0.71,2.12,10.55,0.61
